id_redacao,total_sentencas,sentencas_introducao,sentencas_argumentacao,sentencas_conclusao,media_palavras_sentenca_com_sw,media_palavras_sentenca_sem_sw,total_paragrafos,paragrafos_introducao,paragrafos_argumentacao,paragrafos_conclusao,media_palavras_paragrafo_com_sw,media_palavras_paragrafo_sem_sw,projeto_texto,total_palavras_com_sw,palavras_unicas_com_sw,diversidade_lexical_com_sw,total_palavras_sem_sw,palavras_unicas_sem_sw,diversidade_lexical_sem_sw,n_verbos,n_substantivos,n_adjetivos,n_adverbios,n_preposicoes,n_auxiliares,n_conj_coordenadas,n_determinantes,n_pronomes,n_nomes_proprios,n_pontuacoes,n_conj_subordinadas,profundidade_media_sentencas,profundidade_minima_sentencas,profundidade_maxima_sentencas,diversidade_deps,n_oracoes_subordinadas,n_cc,n_conj,n_mark,n_discourse,n_entidades_total,diversidade_entidades,n_marcadores_exatos,n_marcadores_semanticos,similaridade_sentencas_argumentativas_media,similaridade_sentencas_argumentativas_min,similaridade_sentencas_argumentativas_max,similaridade_sentencas_argumentativas_std,similaridade_redacao_tema,nota_c3
4100,8,2,4,2,25.75,13.88,4,1,2,1,51.5,27.75,3,206,127,0.6165,111,96,0.8649,17,58,26,8,34,8,8,30,11,4,23,4,6.43,5,8,23,9,8,8,4,0,2,2,5,0,0.7438,0.7063,0.816,0.0626,0.9363,160
4101,10,2,6,2,23.4,13.4,4,1,2,1,58.5,33.5,3,234,151,0.6453,134,119,0.8881,24,67,24,13,41,6,9,31,8,6,26,7,7.4,5,10,24,10,11,10,8,0,4,2,12,0,0.7375,0.6927,0.7996,0.0537,0.9353,160
4102,11,4,4,3,21.55,12.82,4,1,2,1,59.25,35.25,2,237,150,0.6329,141,115,0.8156,34,67,21,7,44,5,3,35,5,4,26,12,6.91,4,11,30,25,2,3,12,0,3,1,5,0,0.7085,0.6627,0.7657,0.0524,0.9276,120
4103,14,3,8,3,28.5,17.07,4,1,2,1,99.75,59.75,3,399,249,0.6241,239,211,0.8828,40,116,39,20,81,7,12,50,13,17,63,12,6.6,5,11,29,22,12,12,10,0,9,3,11,0,0.7702,0.715,0.8241,0.0327,0.9174,160
4104,11,3,5,3,22.82,13.36,4,1,2,1,62.75,36.75,3,251,162,0.6454,147,123,0.8367,33,64,20,17,38,7,10,41,10,9,26,5,6.33,4,9,27,18,10,10,5,0,2,1,10,0,0.7549,0.6982,0.7926,0.0434,0.9203,160
4105,11,2,6,3,28.27,15.0,4,1,2,1,77.75,41.25,2,311,179,0.5756,165,134,0.8121,44,71,25,20,46,13,10,41,25,8,40,12,7.36,4,14,29,21,11,12,10,0,6,3,12,0,0.7834,0.654,0.8438,0.0752,0.9077,120
4106,13,1,11,1,18.31,10.0,8,1,6,1,29.75,16.25,2,238,153,0.6429,130,118,0.9077,37,56,19,11,32,12,12,25,13,8,26,14,6.25,3,9,29,21,12,14,14,0,3,2,6,0,0.6997,0.4176,0.802,0.1147,0.9109,120
4107,18,5,7,6,25.28,14.39,4,1,2,1,113.75,64.75,3,455,261,0.5736,259,208,0.8031,49,123,42,25,90,19,14,55,14,17,71,9,6.21,4,9,31,33,15,15,12,0,9,3,15,0,0.7501,0.697,0.8084,0.0446,0.9444,160
4108,11,11,0,0,35.91,20.73,1,1,0,0,395.0,228.0,2,395,254,0.643,228,203,0.8904,56,109,31,19,69,10,11,44,25,14,46,9,7.45,4,10,30,28,11,21,10,0,5,3,9,0,0.0,0.0,0.0,0.0,0.9385,120
4109,8,8,0,0,33.62,19.88,1,1,0,0,269.0,159.0,3,269,161,0.5985,159,127,0.7987,29,81,25,13,45,9,8,36,12,0,41,10,7.0,4,9,26,18,10,9,9,0,0,0,14,0,0.0,0.0,0.0,0.0,0.9372,160
4110,14,2,9,3,28.07,15.71,6,1,4,1,65.5,36.67,3,393,224,0.57,220,175,0.7955,64,99,35,22,60,16,17,51,12,3,38,15,7.5,4,11,29,40,17,19,16,0,8,2,13,0,0.7449,0.6639,0.8016,0.0411,0.9375,160
4111,9,9,0,0,24.78,14.33,1,1,0,0,223.0,129.0,3,223,141,0.6323,129,111,0.8605,25,68,23,8,41,9,7,30,9,1,30,5,6.18,3,9,24,13,7,7,6,0,3,3,2,0,0.0,0.0,0.0,0.0,0.929,160
4112,10,2,5,3,18.2,10.9,4,1,2,1,45.5,27.25,4,182,139,0.7637,109,101,0.9266,25,50,21,18,32,4,1,20,10,3,24,3,6.2,4,10,24,11,2,3,4,0,2,2,9,0,0.6876,0.6259,0.7366,0.0514,0.8935,200
4113,9,3,5,1,35.67,19.33,4,1,2,1,80.25,43.5,3,321,184,0.5732,174,143,0.8218,36,86,23,13,51,15,11,45,18,15,32,13,6.9,1,10,27,23,11,18,15,0,6,3,16,0,0.6625,0.5829,0.7349,0.0651,0.9232,160
4114,9,3,4,2,31.89,18.56,4,1,2,1,71.75,41.75,4,287,161,0.561,167,125,0.7485,40,61,44,18,32,12,12,37,18,0,31,13,7.0,6,8,25,20,13,15,12,0,0,0,13,0,0.834,0.7867,0.8899,0.0521,0.8929,200
4115,8,3,4,1,29.62,15.38,3,1,1,1,79.0,41.0,3,237,158,0.6667,123,120,0.9756,37,63,8,11,30,15,12,35,11,5,36,16,5.83,1,11,27,21,13,14,17,0,5,3,5,0,0.7508,0.6493,0.8641,0.1079,0.9428,160
4116,15,3,7,5,26.2,14.8,4,1,2,1,98.25,55.5,3,393,225,0.5725,222,181,0.8153,34,115,42,23,85,13,5,40,14,14,61,16,6.2,4,9,31,22,6,6,11,0,9,4,18,0,0.7128,0.6678,0.8025,0.0547,0.943,160
4117,14,3,7,4,22.86,12.86,4,1,2,1,80.0,45.0,3,320,200,0.625,180,160,0.8889,29,81,31,22,64,12,12,42,9,10,58,10,6.46,4,8,27,18,12,15,11,0,7,4,17,0,0.7399,0.649,0.7999,0.0634,0.9403,160
4118,15,3,9,3,28.13,15.6,4,1,2,1,105.5,58.5,3,422,236,0.5592,234,193,0.8248,44,110,40,25,77,19,14,45,15,16,54,17,6.8,5,13,28,27,17,14,16,0,11,4,12,0,0.755,0.7129,0.7904,0.0299,0.916,160
4119,12,2,7,3,22.5,13.17,4,1,2,1,67.5,39.5,3,270,175,0.6481,158,140,0.8861,27,82,25,12,58,9,6,30,4,13,37,11,6.25,5,10,29,15,9,6,11,0,6,3,14,0,0.7237,0.6656,0.8101,0.0534,0.9326,160
4120,13,3,6,4,22.69,13.0,4,1,2,1,73.75,42.25,3,295,195,0.661,169,158,0.9349,30,91,21,10,63,6,12,32,10,16,53,12,6.46,4,11,29,13,14,15,11,0,9,3,12,0,0.7626,0.7336,0.7943,0.0228,0.9453,160
4121,12,2,6,4,28.92,16.0,4,1,2,1,86.75,48.0,3,347,183,0.5274,192,138,0.7188,43,86,31,29,50,11,14,42,15,17,62,18,7.0,5,9,27,26,14,17,18,0,13,3,16,0,0.7937,0.7377,0.825,0.0328,0.9441,160
4122,13,3,6,4,25.38,15.23,4,1,2,1,82.5,49.5,3,330,198,0.6,198,156,0.7879,42,86,37,17,61,4,8,38,17,15,55,7,6.77,5,10,27,25,10,10,10,0,8,3,14,0,0.7876,0.6983,0.8248,0.0512,0.9308,160
4123,14,3,8,3,23.93,14.64,4,1,2,1,83.75,51.25,3,335,186,0.5552,205,153,0.7463,40,103,30,15,65,9,9,38,13,9,48,8,6.14,4,9,30,20,11,10,10,0,2,2,9,0,0.7705,0.7144,0.8557,0.053,0.8978,160
4124,9,1,6,2,23.22,13.67,5,1,3,1,41.8,24.6,3,209,144,0.689,123,110,0.8943,34,56,20,9,26,8,8,25,6,5,20,12,7.11,5,9,28,25,9,11,12,0,6,3,4,0,0.7496,0.5978,0.8069,0.0879,0.9332,160
4125,16,3,9,4,32.94,19.38,4,1,2,1,131.75,77.5,3,527,294,0.5579,310,252,0.8129,50,152,55,15,113,10,17,60,11,31,77,18,7.5,3,12,30,30,16,19,16,0,20,4,13,0,0.7798,0.7405,0.8391,0.0324,0.9194,160
4126,17,4,9,4,23.47,14.47,4,1,2,1,99.75,61.5,3,399,202,0.5063,246,167,0.6789,49,104,36,17,72,11,5,54,16,20,52,20,7.35,4,14,29,35,5,6,20,0,18,3,12,0,0.7419,0.6096,0.8317,0.077,0.9449,160
4127,14,3,6,5,21.86,12.71,4,1,2,1,76.5,44.5,3,306,175,0.5719,178,136,0.764,39,69,28,24,52,6,10,29,26,18,40,5,5.73,2,10,29,21,9,10,7,0,12,4,11,0,0.7469,0.7021,0.8196,0.046,0.9257,160
4128,11,2,4,5,31.91,18.09,4,1,2,1,87.75,49.75,3,351,217,0.6182,199,178,0.8945,38,110,31,11,70,9,10,40,14,14,51,11,7.55,4,11,27,22,9,10,12,0,5,3,7,0,0.8308,0.8113,0.8575,0.0239,0.9222,160
4129,18,4,9,5,22.33,12.28,4,1,2,1,100.5,55.25,3,402,219,0.5448,221,172,0.7783,47,93,33,16,74,14,10,53,17,33,51,15,5.65,1,9,30,25,11,11,15,0,23,4,14,0,0.7566,0.7242,0.7894,0.0246,0.9555,160
4130,15,3,9,3,24.6,14.73,4,1,2,1,92.25,55.25,3,369,236,0.6396,221,193,0.8733,52,97,25,17,68,7,11,42,19,20,44,14,6.29,2,10,29,29,13,11,14,0,13,4,11,0,0.7,0.6255,0.7796,0.0592,0.9564,160
4131,18,4,10,4,20.17,12.22,4,1,2,1,90.75,55.0,2,363,199,0.5482,220,167,0.7591,27,90,40,21,75,13,10,41,9,29,59,9,5.94,3,10,27,15,13,12,9,0,18,3,12,0,0.7361,0.6554,0.8087,0.0448,0.9618,120
4132,7,2,3,2,46.43,26.0,4,1,2,1,81.25,45.5,3,325,202,0.6215,182,156,0.8571,41,86,27,12,55,14,12,39,22,9,27,11,8.0,4,11,29,20,12,22,11,0,3,2,10,0,0.7421,0.6884,0.7958,0.0759,0.9439,160
4133,15,3,8,4,22.67,13.0,4,1,2,1,85.0,48.75,3,340,205,0.6029,195,164,0.841,36,89,35,16,61,13,10,38,19,14,46,10,6.53,4,11,31,15,11,12,10,0,11,3,11,0,0.763,0.68,0.8567,0.057,0.9407,160
4134,14,3,7,4,27.07,15.79,4,1,2,1,94.75,55.25,3,379,228,0.6016,221,198,0.8959,30,120,32,13,85,9,15,43,9,22,54,12,6.5,2,10,27,18,16,16,11,0,9,3,13,0,0.7523,0.6589,0.8794,0.0887,0.9243,160
4135,14,2,9,3,26.21,15.0,4,1,2,1,91.75,52.5,3,367,209,0.5695,210,166,0.7905,51,103,23,32,65,9,12,40,17,2,49,12,7.14,5,10,29,25,14,15,15,0,3,1,13,0,0.7604,0.5998,0.8216,0.0724,0.919,160
4136,18,3,10,5,22.06,13.39,4,1,2,1,99.25,60.25,3,397,235,0.5919,241,198,0.8216,48,112,38,15,80,10,11,50,6,26,48,8,6.25,3,13,29,25,13,13,13,0,15,4,10,0,0.6845,0.6073,0.7798,0.0644,0.9377,160
4137,14,3,5,6,27.29,15.86,4,1,2,1,95.5,55.5,3,382,208,0.5445,222,162,0.7297,62,93,27,12,50,14,9,51,27,19,45,18,7.79,4,12,31,33,11,9,20,0,7,3,11,0,0.7732,0.726,0.8082,0.0372,0.9196,160
4138,13,3,8,2,23.08,14.0,5,1,3,1,60.0,36.4,3,300,201,0.67,182,165,0.9066,37,84,22,19,59,9,2,41,12,12,39,7,6.31,4,10,32,23,2,2,10,0,8,4,7,0,0.6934,0.5743,0.7895,0.0826,0.8892,160
4139,10,3,5,2,30.3,18.0,4,1,2,1,75.75,45.0,3,303,186,0.6139,180,148,0.8222,36,81,32,11,53,8,11,30,14,25,44,10,5.43,2,11,27,21,11,14,9,0,14,4,4,0,0.651,0.5499,0.8046,0.1104,0.9209,160
4140,10,2,6,2,34.0,19.4,4,1,2,1,85.0,48.5,3,340,201,0.5912,194,161,0.8299,37,106,32,6,68,10,15,36,13,12,36,9,6.82,4,9,31,21,15,18,9,0,8,2,8,0,0.7279,0.6443,0.7989,0.0553,0.9454,160
4141,15,2,9,4,24.67,13.4,4,1,2,1,92.5,50.25,3,370,209,0.5649,201,162,0.806,51,94,27,21,54,25,11,53,17,1,42,17,5.82,1,10,28,36,15,13,17,0,2,2,13,0,0.7919,0.748,0.8313,0.0268,0.9424,160
4142,7,2,3,2,28.29,16.29,4,1,2,1,49.5,28.5,3,198,111,0.5606,114,84,0.7368,35,52,8,15,31,6,6,28,9,1,30,7,8.0,5,12,28,21,6,8,7,0,1,1,7,0,0.811,0.7765,0.8456,0.0489,0.9032,160
4143,17,6,7,4,18.88,10.65,3,1,1,1,106.33,59.67,3,319,185,0.5799,179,142,0.7933,42,85,24,20,70,9,10,30,18,9,59,11,5.53,1,9,30,27,12,13,9,0,4,2,12,1,0.6914,0.477,0.7906,0.1214,0.9487,160
4144,13,3,7,3,32.23,17.0,4,1,2,1,104.75,55.25,3,419,206,0.4916,221,152,0.6878,67,82,22,31,55,25,10,46,40,12,77,31,6.64,4,9,30,39,13,12,29,0,6,3,25,0,0.7486,0.6281,0.8603,0.0828,0.93,160
4145,13,3,8,2,27.92,15.85,4,1,2,1,90.75,51.5,3,363,182,0.5014,206,143,0.6942,35,104,41,18,72,13,14,45,4,8,32,9,6.5,5,11,29,21,15,19,11,0,8,2,7,0,0.7676,0.6972,0.8001,0.0385,0.9445,160
4146,14,3,8,3,19.86,11.71,4,1,2,1,69.5,41.0,3,278,175,0.6295,164,140,0.8537,44,70,19,17,38,12,6,41,12,7,33,14,6.07,3,11,29,26,7,6,15,1,8,3,6,0,0.7203,0.6321,0.7765,0.0493,0.9612,160
4147,13,2,7,4,28.85,16.77,4,1,2,1,93.75,54.5,2,375,202,0.5387,218,166,0.7615,44,96,46,12,75,13,6,43,12,15,53,18,7.23,5,13,28,28,8,9,17,0,15,4,12,0,0.7985,0.6867,0.8481,0.0583,0.9435,120
4148,15,3,9,3,24.47,14.67,4,1,2,1,91.75,55.0,3,367,243,0.6621,220,204,0.9273,44,101,37,17,63,6,13,50,13,21,48,8,6.2,4,13,29,16,13,13,9,0,12,4,12,0,0.7406,0.6783,0.8319,0.0493,0.9236,160
4149,13,4,5,4,25.31,14.31,4,1,2,1,82.25,46.5,3,329,193,0.5866,186,157,0.8441,34,96,26,18,71,12,10,31,7,17,31,9,7.08,5,13,30,18,10,11,10,0,11,3,10,0,0.7998,0.7505,0.8338,0.0358,0.9342,160
4150,14,3,6,5,24.64,15.5,4,1,2,1,86.25,54.25,3,345,211,0.6116,217,173,0.7972,58,94,30,18,44,10,24,37,8,11,39,14,7.36,4,12,28,32,25,26,16,0,5,3,10,0,0.7507,0.692,0.7848,0.0385,0.8834,160
4151,14,2,7,5,21.0,11.71,4,1,2,1,73.5,41.0,3,294,190,0.6463,164,151,0.9207,31,79,19,11,53,17,13,39,11,14,42,9,6.21,4,10,30,13,13,15,9,0,6,3,3,0,0.7006,0.6381,0.7233,0.0323,0.8921,160
4152,13,3,8,2,27.54,15.77,4,1,2,1,89.5,51.25,3,358,198,0.5531,205,159,0.7756,45,100,32,14,72,13,10,47,12,15,55,10,6.23,3,10,28,24,11,11,11,0,11,4,13,0,0.7052,0.6179,0.8113,0.0638,0.9179,160
4153,9,2,4,3,23.78,14.0,4,1,2,1,53.5,31.5,4,214,139,0.6495,126,114,0.9048,23,69,15,10,41,6,9,29,2,8,42,6,6.3,3,9,25,15,10,16,7,0,4,2,5,0,0.7935,0.7627,0.843,0.0433,0.9494,200
4154,9,3,4,2,42.22,25.22,4,1,2,1,95.0,56.75,3,380,236,0.6211,227,191,0.8414,57,101,35,19,72,10,9,40,19,15,54,17,8.0,4,13,30,38,10,8,15,0,9,4,12,0,0.8351,0.8296,0.8426,0.0067,0.9417,160
4155,14,3,7,4,28.64,16.43,4,1,2,1,100.25,57.5,3,401,216,0.5387,230,174,0.7565,43,109,39,18,77,13,8,46,17,16,56,12,6.71,4,9,29,19,11,13,11,0,8,4,16,0,0.7814,0.6844,0.8322,0.0537,0.944,160
4156,10,2,5,3,26.6,15.0,4,1,2,1,66.5,37.5,3,266,174,0.6541,150,143,0.9533,36,65,21,20,42,7,9,38,9,9,38,14,6.56,4,10,24,21,9,10,14,0,6,3,11,0,0.685,0.5642,0.7857,0.1113,0.9048,160
4157,14,3,8,3,21.07,12.21,4,1,2,1,73.75,42.75,3,295,190,0.6441,171,156,0.9123,34,78,29,14,59,8,6,38,9,19,45,6,5.29,2,9,27,19,8,6,8,0,10,4,11,0,0.6503,0.575,0.6932,0.0406,0.9081,160
4158,17,3,10,4,23.76,13.53,4,1,2,1,101.0,57.5,3,404,221,0.547,230,179,0.7783,52,112,17,18,84,11,9,53,18,25,56,10,6.65,5,9,30,25,9,11,12,0,10,4,8,0,0.734,0.5762,0.7969,0.0657,0.9423,160
4159,12,3,6,3,25.75,15.67,4,1,2,1,77.25,47.0,3,309,177,0.5728,188,143,0.7606,35,89,32,18,57,8,5,36,12,7,49,12,6.5,5,11,26,22,5,5,11,0,6,2,7,0,0.7904,0.727,0.8453,0.0507,0.9342,160
4160,12,2,7,3,22.0,12.33,4,1,2,1,66.0,37.0,3,264,161,0.6098,148,128,0.8649,33,74,14,15,44,11,8,33,10,12,30,12,6.33,4,9,26,21,9,9,13,0,6,4,8,0,0.7292,0.6931,0.7682,0.0307,0.9112,160
4161,17,3,10,4,20.06,11.47,4,1,2,1,85.25,48.75,3,341,183,0.5367,195,142,0.7282,46,80,20,18,56,15,7,39,16,27,51,20,6.18,4,10,29,29,11,8,17,0,14,4,17,0,0.7058,0.6427,0.7605,0.0456,0.9296,160
4162,13,3,7,3,20.38,11.0,4,1,2,1,66.25,35.75,3,265,149,0.5623,143,108,0.7552,36,67,14,10,44,14,8,37,16,13,41,5,6.08,4,9,30,18,10,8,7,0,11,4,15,0,0.6671,0.5803,0.764,0.0687,0.9356,160
4163,11,3,5,3,27.55,15.27,4,1,2,1,75.75,42.0,3,303,184,0.6073,168,145,0.8631,43,85,21,21,53,17,9,31,12,5,43,15,6.55,3,11,28,26,9,13,17,0,2,2,12,0,0.7369,0.6887,0.7664,0.0343,0.9193,160
4164,18,4,9,5,23.39,12.78,4,1,2,1,105.25,57.5,3,421,233,0.5534,230,191,0.8304,45,111,34,14,87,12,14,52,19,28,56,16,6.39,4,9,30,25,13,15,14,0,16,4,13,0,0.7356,0.6559,0.8027,0.053,0.9502,160
4165,17,4,9,4,25.12,14.35,4,1,2,1,106.75,61.0,3,427,228,0.534,244,187,0.7664,49,116,39,22,80,9,9,56,15,27,60,15,7.24,4,11,29,23,9,8,17,0,15,4,9,0,0.7755,0.7383,0.8224,0.03,0.9341,160
4166,15,3,8,4,24.73,14.4,4,1,2,1,92.75,54.0,2,371,222,0.5984,216,180,0.8333,44,117,31,16,75,6,12,53,13,2,42,7,7.13,5,15,27,24,13,14,8,0,1,1,15,0,0.7751,0.7277,0.844,0.0427,0.8913,120
4167,19,19,0,0,21.95,11.53,1,1,0,0,417.0,219.0,3,417,226,0.542,219,171,0.7808,72,78,26,26,56,17,14,53,29,22,39,23,6.47,4,10,31,40,15,12,21,0,14,3,7,0,0.0,0.0,0.0,0.0,0.8919,160
4168,11,2,6,3,22.55,13.27,4,1,2,1,62.0,36.5,3,248,155,0.625,146,119,0.8151,24,67,27,12,45,10,2,26,13,16,38,8,6.58,4,13,31,10,3,4,6,0,8,2,9,0,0.6716,0.6472,0.7136,0.0284,0.9026,160
4169,7,2,3,2,26.43,15.43,4,1,2,1,46.25,27.0,2,185,120,0.6486,108,89,0.8241,23,56,11,10,42,6,6,15,9,7,16,1,8.14,6,11,28,11,6,10,2,0,5,2,4,0,0.6973,0.6807,0.7139,0.0235,0.8888,120
4170,11,2,5,4,38.09,21.27,4,1,2,1,104.75,58.5,3,419,237,0.5656,234,191,0.8162,55,97,41,25,66,13,13,51,15,23,44,22,8.82,4,12,29,32,15,15,21,0,15,4,17,0,0.7144,0.6302,0.7975,0.0911,0.9183,160
4171,19,4,9,6,23.74,13.79,4,1,2,1,112.75,65.5,3,451,250,0.5543,262,206,0.7863,46,125,45,23,91,15,13,54,6,20,59,12,6.42,4,9,30,26,15,13,13,0,9,4,15,0,0.7264,0.6415,0.8108,0.0614,0.9524,160
4172,12,3,6,3,31.42,17.5,4,1,2,1,94.25,52.5,3,377,230,0.6101,210,189,0.9,40,96,33,19,69,14,9,53,10,20,38,16,6.5,2,12,30,23,11,10,15,0,12,4,11,0,0.697,0.6461,0.7749,0.0565,0.9348,160
4173,12,4,6,2,22.92,12.42,4,1,2,1,68.75,37.25,3,275,165,0.6,149,128,0.8591,33,79,17,12,51,15,6,36,13,10,41,13,6.0,4,8,28,15,8,5,15,0,5,4,8,0,0.6926,0.6298,0.788,0.0734,0.8661,160
4174,14,3,6,5,28.07,15.71,4,1,2,1,98.25,55.0,3,393,232,0.5903,220,189,0.8591,36,119,37,21,74,12,17,43,24,9,43,6,6.18,1,11,30,12,17,22,7,0,4,2,12,0,0.6821,0.305,0.7958,0.2123,0.9253,160
4175,16,3,9,4,27.88,16.75,4,1,2,1,111.5,67.0,3,446,265,0.5942,268,223,0.8321,55,117,42,24,86,22,9,40,18,21,53,14,7.06,1,10,31,29,12,13,17,0,12,4,18,0,0.7432,0.6948,0.8144,0.0438,0.9308,160
4176,11,3,6,2,32.09,17.18,4,1,2,1,88.25,47.25,3,353,188,0.5326,189,148,0.7831,33,97,21,20,71,10,9,56,4,22,45,12,6.33,4,8,26,19,10,9,16,0,14,4,14,0,0.773,0.6977,0.8146,0.0443,0.9343,160
4177,13,3,7,3,31.0,17.62,4,1,2,1,100.75,57.25,3,403,208,0.5161,229,168,0.7336,60,103,29,22,62,8,16,56,12,22,47,18,8.29,5,12,30,34,15,17,15,0,12,3,12,0,0.7583,0.7276,0.8005,0.0273,0.9179,160
4178,14,4,8,2,24.36,14.07,4,1,2,1,85.25,49.25,3,341,186,0.5455,197,144,0.731,40,97,47,17,55,14,12,34,12,1,23,14,7.43,4,14,26,20,13,15,14,0,0,0,13,0,0.708,0.6329,0.7654,0.0527,0.9415,160
4179,11,3,6,2,33.55,19.36,4,1,2,1,92.25,53.25,2,369,218,0.5908,213,175,0.8216,36,106,36,21,74,9,10,43,9,16,38,11,7.3,6,9,27,19,11,10,12,0,10,4,15,0,0.8121,0.7788,0.8438,0.0273,0.9069,120
4180,14,3,8,3,25.57,15.71,4,1,2,1,89.5,55.0,3,358,230,0.6425,220,194,0.8818,39,104,40,19,75,9,7,37,8,16,46,13,6.29,4,8,26,24,7,9,12,0,8,3,8,0,0.7412,0.6741,0.7804,0.0364,0.9013,160
4181,7,1,4,2,35.14,19.71,4,1,2,1,61.5,34.5,3,246,150,0.6098,138,116,0.8406,42,55,20,15,24,9,11,37,18,0,31,15,9.29,5,14,25,24,11,19,15,0,0,0,6,0,0.7754,0.7439,0.8309,0.0482,0.9365,160
4182,13,3,6,4,25.38,14.15,4,1,2,1,82.5,46.0,3,330,197,0.597,184,152,0.8261,40,84,18,16,65,9,10,43,16,23,57,7,6.38,4,10,29,19,12,11,7,0,14,4,11,0,0.7957,0.7297,0.8459,0.0495,0.9356,160
4183,15,3,6,6,28.53,15.67,4,1,2,1,107.0,58.75,3,428,227,0.5304,235,189,0.8043,41,117,40,23,82,15,18,50,9,30,55,10,7.07,4,11,28,24,18,21,14,0,12,4,10,0,0.7613,0.699,0.8025,0.0423,0.9362,160
4184,13,3,8,2,27.31,15.54,4,1,2,1,88.75,50.5,3,355,215,0.6056,202,171,0.8465,40,98,34,18,72,11,10,34,14,19,50,11,6.69,3,16,30,24,9,9,12,0,14,3,14,0,0.7516,0.6438,0.8217,0.0648,0.9383,160
4185,12,3,6,3,24.25,13.67,4,1,2,1,72.75,41.0,3,291,165,0.567,164,133,0.811,34,76,17,7,71,7,6,30,7,32,54,10,6.17,2,8,28,18,7,7,10,0,15,3,10,0,0.7368,0.6612,0.8163,0.0691,0.9506,160
4186,15,5,9,1,22.0,12.07,4,1,2,1,82.5,45.25,3,330,188,0.5697,181,150,0.8287,31,89,27,13,67,12,9,36,24,19,46,6,6.0,3,11,29,13,10,10,8,0,14,4,12,0,0.7362,0.621,0.8431,0.0838,0.9342,160
4187,14,4,6,4,34.07,19.79,4,1,2,1,119.25,69.25,3,477,277,0.5807,277,230,0.8303,51,111,59,29,82,15,21,51,19,28,63,13,7.2,5,11,29,25,23,25,13,0,11,3,17,0,0.7805,0.7345,0.8199,0.0379,0.9332,160
4188,17,3,10,4,21.94,11.88,5,1,3,1,74.6,40.4,3,373,218,0.5845,202,173,0.8564,49,82,25,37,52,21,14,45,29,16,39,6,6.22,4,8,30,21,14,17,11,0,9,3,10,0,0.6952,0.5596,0.8435,0.1013,0.9524,160
4189,12,4,6,2,33.0,18.67,4,1,2,1,99.0,56.0,3,396,232,0.5859,224,194,0.8661,44,106,35,9,78,9,15,48,11,24,35,16,8.58,5,15,30,22,15,15,15,0,9,4,8,0,0.753,0.6988,0.8366,0.0611,0.9441,160
4190,13,3,7,3,26.0,14.54,4,1,2,1,84.5,47.25,3,338,195,0.5769,189,153,0.8095,48,87,33,15,48,17,7,49,12,20,46,16,5.62,3,11,29,30,8,9,16,0,8,3,15,0,0.7423,0.6724,0.822,0.0533,0.9406,160
4191,13,3,8,2,32.38,17.62,4,1,2,1,105.25,57.25,3,421,235,0.5582,229,194,0.8472,44,114,38,22,93,16,8,45,18,22,53,11,6.33,3,13,29,26,10,9,11,0,13,4,16,0,0.718,0.5526,0.8352,0.1191,0.937,160
4192,13,3,7,3,32.77,18.23,4,1,2,1,106.5,59.25,3,426,238,0.5587,237,194,0.8186,48,109,47,24,71,16,18,59,16,10,44,15,7.23,4,12,30,26,18,19,14,0,9,2,10,0,0.7434,0.6554,0.8607,0.0855,0.9499,160
4193,13,2,7,4,29.08,17.15,4,1,2,1,94.5,55.75,3,378,229,0.6058,223,187,0.8386,54,108,39,23,71,7,13,39,13,12,54,11,6.83,4,10,29,30,14,16,12,0,5,3,13,0,0.7549,0.7178,0.8019,0.0274,0.9334,160
4194,12,3,7,2,23.75,13.08,5,1,3,1,57.0,31.4,3,285,160,0.5614,157,121,0.7707,43,79,24,15,43,6,12,33,16,2,27,12,7.75,5,10,26,24,16,14,11,0,1,1,10,0,0.7367,0.6423,0.8395,0.0749,0.9382,160
4195,9,2,4,3,46.0,24.78,4,1,2,1,103.5,55.75,3,414,227,0.5483,223,183,0.8206,56,114,26,17,70,10,15,56,18,18,52,23,7.64,4,13,29,38,16,18,22,0,11,3,14,0,0.8282,0.8075,0.8684,0.0348,0.8968,160
4196,12,3,7,2,26.5,15.58,6,1,4,1,53.0,31.17,3,318,174,0.5472,187,145,0.7754,34,102,28,9,64,4,18,36,8,10,45,8,8.4,4,12,25,18,18,20,10,0,8,4,5,0,0.5498,0.1441,0.892,0.318,0.94,160
4197,8,2,5,1,37.75,20.38,4,1,2,1,75.5,40.75,3,302,180,0.596,163,139,0.8528,49,80,21,16,53,14,5,29,22,3,34,17,8.1,2,16,27,26,6,9,15,0,2,2,13,0,0.7691,0.7026,0.8174,0.0528,0.8941,160
4198,11,3,6,2,34.91,19.18,4,1,2,1,96.0,52.75,3,384,227,0.5911,211,180,0.8531,52,87,33,31,59,16,15,43,22,13,49,20,6.25,1,11,27,35,17,17,18,0,9,4,14,0,0.6976,0.6189,0.7397,0.0516,0.9106,160
4199,14,4,8,2,22.86,13.14,4,1,2,1,80.0,46.0,3,320,191,0.5969,184,143,0.7772,51,70,22,22,40,13,6,39,22,11,37,24,6.06,3,10,27,27,6,10,24,0,5,3,15,0,0.6473,0.5802,0.709,0.0455,0.9001,160
4200,13,3,7,3,22.54,12.62,4,1,2,1,73.25,41.0,3,293,169,0.5768,164,130,0.7927,31,76,23,17,57,12,8,36,11,17,40,9,6.58,5,10,30,22,8,7,12,0,9,4,6,0,0.7457,0.6888,0.807,0.0475,0.9426,160
